dish_id,pred_calories,pred_mass,pred_fat,pred_carb,pred_protein,true_calories,true_mass,true_fat,true_carb,true_protein,preddens_calories,preddens_fat,preddens_carb,preddens_protein,truedens_calories,truedens_fat,truedens_carb,truedens_protein
dish_1565035746,46.1206,147.723,0.384611,9.54676,2.30886,43.1,149,0.369,9.01,2.409,31.221,0.260359,6.4626,1.56296,28.9262,0.247651,6.04698,1.61678
dish_1558639818,29.6538,86.66,0.17347,6.84072,0.711376,20.06,59,0.118,4.72,0.472,34.2185,0.200173,7.89375,0.820881,34,0.2,8,0.8
dish_1558549605,100.099,76.6359,0.294568,20.9397,2.27095,97.5,75,0.225,21,2.025,130.616,0.384373,27.3236,2.9633,130,0.3,28,2.7
dish_1561663580,422.076,298.244,19.2603,30.6528,40.264,432.063,307,9.84414,31.345,51.4323,141.521,6.45791,10.2778,13.5004,140.737,3.20656,10.2101,16.7532
dish_1565898402,316.41,223.032,19.1593,11.3403,26.954,384.799,229,19.5441,9.46281,39.4244,141.868,8.59038,5.08463,12.0853,168.035,8.53454,4.13223,17.2159
dish_1566328724,263.765,166.32,11.6953,0.531673,39.03,275.55,167,6.012,0,51.77,158.589,7.03183,0.319669,23.4668,165,3.6,0,31
dish_1566838351,144.299,335.165,0.635552,37.4684,1.95257,190.01,417,0.822,48.034,2.49,43.0533,0.189624,11.1791,0.58257,45.5659,0.197122,11.5189,0.597122
dish_1567107839,183.843,130.652,13.2796,4.85227,21.0097,174.284,156,16.4693,11.9807,18.763,140.711,10.1641,3.71388,16.0806,111.721,10.5573,7.67994,12.0276
dish_1558639787,26.9324,97.0857,0.316316,5.08255,1.89059,24.75,99,0.297,4.95,1.782,27.7408,0.325811,5.23512,1.94734,25,0.3,5,1.8
dish_1562788601,427.843,283.135,19.0514,37.6029,31.4305,413.17,287,19.1392,48.7664,23.1469,151.109,6.72875,13.2809,11.1009,143.962,6.66869,16.9918,8.06511
dish_1560456326,201.133,125.582,9.64571,7.92207,20.001,206.873,138,7.52219,3.79161,29.7421,160.161,7.68079,6.30827,15.9266,149.908,5.45086,2.74755,21.5522
dish_1564427430,333.466,188.38,21.8879,3.88665,31.9614,345.62,170,23.86,2.34,30.79,177.018,11.619,2.0632,16.9665,203.306,14.0353,1.37647,18.1118
dish_1565896662,69.4966,71.958,5.49188,5.49399,0.970741,19.38,57,0.2565,3.6195,1.4535,96.5794,7.63206,7.63499,1.34904,34,0.45,6.35,2.55
dish_1566414342,647.802,472.646,27.2121,44.3985,58.7308,846.367,552,31.5787,53.3433,83.5779,137.059,5.7574,9.3936,12.4259,153.327,5.72078,9.66364,15.1409
dish_1562617703,126.844,82.8092,5.17489,17.2449,4.03631,179.63,110,6.49,26.95,4.51,153.176,6.24917,20.8249,4.87423,163.3,5.9,24.5,4.1
dish_1565020926,326.953,403.822,10.8899,43.91,20.4666,398.496,489,10.3793,56.516,21.4723,80.9647,2.69671,10.8736,5.06821,81.4921,2.12255,11.5575,4.39107
dish_1564689168,333.219,326.471,20.183,27.6512,17.6887,352.947,339,27.5416,17.7268,15.0812,102.067,6.18219,8.46972,5.41817,104.114,8.12435,5.22915,4.44873
dish_1560456348,195.383,136.108,9.32953,7.94743,19.3467,210.283,149,7.53319,4.56161,29.9401,143.551,6.85452,5.83908,14.2143,141.129,5.05583,3.06149,20.094
dish_1558641287,15.6755,82.4,0.184,3.28829,0.787928,11.52,64,0.128,2.496,0.576,19.0237,0.223301,3.99064,0.956222,18,0.2,3.9,0.9
dish_1558373008,258.909,76.4856,20.6168,3.13513,14.4905,251.558,73,19.929,3.066,14.089,338.507,26.9551,4.09899,18.9454,344.6,27.3,4.2,19.3
