dish_id,pred_calories,pred_mass,pred_fat,pred_carb,pred_protein,true_calories,true_mass,true_fat,true_carb,true_protein,preddens_calories,preddens_fat,preddens_carb,preddens_protein,truedens_calories,truedens_fat,truedens_carb,truedens_protein
dish_1565035746,55.4747,151.517,1.00729,10.0285,2.20141,43.1,149,0.369,9.01,2.409,36.6129,0.664804,6.61877,1.45292,28.9262,0.247651,6.04698,1.61678
dish_1558639818,28.4953,81.288,0.166041,6.56448,0.712994,20.06,59,0.118,4.72,0.472,35.0547,0.204263,8.07558,0.877121,34,0.2,8,0.8
dish_1558549605,77.0296,58.6227,0.152104,16.6517,1.65221,97.5,75,0.225,21,2.025,131.399,0.259463,28.4048,2.81838,130,0.3,28,2.7
dish_1561663580,408.096,305.268,17.6963,28.6133,41.6156,432.063,307,9.84414,31.345,51.4323,133.685,5.79698,9.37319,13.6325,140.737,3.20656,10.2101,16.7532
dish_1565898402,326.005,232.087,19.4081,12.0977,28.7565,384.799,229,19.5441,9.46281,39.4244,140.466,8.36239,5.21256,12.3904,168.035,8.53454,4.13223,17.2159
dish_1566328724,232.157,158.884,7.3413,0.591257,39.1543,275.55,167,6.012,0,51.77,146.118,4.62055,0.372132,24.6434,165,3.6,0,31
dish_1566838351,135.779,326.682,0.782927,34.006,1.74757,190.01,417,0.822,48.034,2.49,41.5631,0.239661,10.4095,0.534946,45.5659,0.197122,11.5189,0.597122
dish_1567107839,216.862,135.891,14.3106,6.06311,22.591,174.284,156,16.4693,11.9807,18.763,159.585,10.5309,4.46175,16.6243,111.721,10.5573,7.67994,12.0276
dish_1558639787,29.52,108.866,0.351883,5.7119,2.02593,24.75,99,0.297,4.95,1.782,27.1159,0.323225,5.24673,1.86094,25,0.3,5,1.8
dish_1562788601,415.166,278.23,19.1102,35.7174,29.3223,413.17,287,19.1392,48.7664,23.1469,149.217,6.86851,12.8374,10.5389,143.962,6.66869,16.9918,8.06511
dish_1560456326,169.222,111.188,8.59508,6.62286,16.4456,206.873,138,7.52219,3.79161,29.7421,152.194,7.7302,5.95644,14.7908,149.908,5.45086,2.74755,21.5522
dish_1564427430,303.083,175.262,20.7872,3.03598,26.6906,345.62,170,23.86,2.34,30.79,172.931,11.8606,1.73225,15.2289,203.306,14.0353,1.37647,18.1118
dish_1565896662,70.5335,71.2191,5.82992,5.18566,1.11877,19.38,57,0.2565,3.6195,1.4535,99.0374,8.1859,7.28128,1.57088,34,0.45,6.35,2.55
dish_1566414342,634.592,470.143,30.3084,42.983,52.16,846.367,552,31.5787,53.3433,83.5779,134.978,6.44664,9.14253,11.0945,153.327,5.72078,9.66364,15.1409
dish_1562617703,80.9206,57.0574,3.1145,10.9088,2.67716,179.63,110,6.49,26.95,4.51,141.823,5.45854,19.1189,4.69205,163.3,5.9,24.5,4.1
dish_1565020926,342.499,377.25,13.0765,38.8491,20.4388,398.496,489,10.3793,56.516,21.4723,90.7884,3.46626,10.298,5.41785,81.4921,2.12255,11.5575,4.39107
dish_1564689168,342.232,321.603,19.1878,30.2123,20.0375,352.947,339,27.5416,17.7268,15.0812,106.415,5.96631,9.3943,6.23051,104.114,8.12435,5.22915,4.44873
dish_1560456348,163.325,119.028,8.39543,5.87982,16.4065,210.283,149,7.53319,4.56161,29.9401,137.215,7.05333,4.93987,13.7837,141.129,5.05583,3.06149,20.094
dish_1558641287,15.5421,87.6678,0.150609,3.37069,0.761285,11.52,64,0.128,2.496,0.576,17.7285,0.171795,3.84484,0.868375,18,0.2,3.9,0.9
dish_1558373008,246.757,70.3595,19.643,2.99657,13.9481,251.558,73,19.929,3.066,14.089,350.709,27.9181,4.25894,19.8241,344.6,27.3,4.2,19.3
dish_1561577947,506.522,370.217,24.5462,17.2454,50.4616,623.204,424,33.7829,12.8826,67.2026,136.818,6.63023,4.65819,13.6303,146.982,7.96768,3.03835,15.8497
dish_1558639440,72.769,139.647,0.276206,19.2548,0.405984,60.32,116,0.232,16.24,0.348,52.1094,0.197789,13.7882,0.290722,52,0.2,14,0.3
dish_1565894889,124.776,54.5778,4.9483,15.6444,4.84761,257.813,74,11.168,33.295,6.641,228.62,9.06651,28.6644,8.88201,348.396,15.0919,44.9932,8.97432
dish_1561147944,54.2397,49.4641,4.72574,2.77124,0.957739,42.371,34,3.64301,2.25893,0.820393,109.655,9.55387,5.60253,1.93623,124.621,10.7147,6.64393,2.41292
dish_1557937079,111.842,21.2368,8.60986,0.263262,7.8406,146.07,27,11.34,0.378,9.99,526.642,40.5423,1.23965,36.92,541,42,1.4,37
dish_1558641320,202.649,364.241,1.70064,49.591,4.07385,211.59,336,3.092,49.056,4.52,55.6359,0.466899,13.6149,1.11845,62.9732,0.920238,14.6,1.34524
dish_1567007848,129.585,262.58,1.23129,29.6092,1.81325,100.3,243,0.58,24.836,1.655,49.3507,0.46892,11.2762,0.690549,41.2757,0.238683,10.2206,0.68107
dish_1565810969,6.64392,47.3058,0.0541516,1.13733,1.6486,4.6,20,0.08,0.72,0.58,14.0446,0.114471,2.4042,3.48498,23,0.4,3.6,2.9
dish_1562168800,205.552,246.558,8.43809,31.6032,3.14642,237.525,242,9.34268,36.3149,3.826,83.369,3.42236,12.8178,1.27614,98.1508,3.86061,15.0062,1.58099
dish_1564687046,437.334,298.319,28.2076,15.2164,35.9297,374.794,308,29.0702,20.4583,33.6856,146.6,9.45552,5.10073,12.0441,121.686,9.43836,6.64232,10.9369
dish_1563221054,299.427,194.132,18.3025,9.32558,24.9398,298.878,170,17.8911,6.50988,26.9013,154.239,9.4279,4.80374,12.8469,175.81,10.5242,3.82934,15.8243
dish_1565898361,343.807,192.492,20.399,9.02858,32.1324,370.671,202,18.8428,7.62006,38.9505,178.608,10.5973,4.69037,16.6928,183.501,9.32811,3.77231,19.2824
dish_1560367926,430.965,189.491,18.5523,40.186,29.6285,408.523,194,20.9659,44.9849,24.1559,227.434,9.79061,21.2074,15.6358,210.579,10.8072,23.1881,12.4515
dish_1560444869,20.2701,44.9483,0.109432,4.39731,0.421912,14.04,39,0.039,3.51,0.195,45.0964,0.243463,9.78303,0.938661,36,0.1,9,0.5
dish_1559850283,281.788,51.9395,24.2232,11.5925,11.0109,271.707,47,23.265,10.669,10.528,542.531,46.6373,22.3192,21.1995,578.1,49.5,22.7,22.4
dish_1566502505,459.552,327.04,23.4755,33.415,34.2428,454.517,275,22.4597,33.1468,31.8749,140.519,7.17816,10.2174,10.4705,165.279,8.16716,12.0534,11.5909
dish_1565811091,517.727,453.26,32.7936,25.1127,37.2332,504.4,371,17.632,9.06,74.731,114.223,7.23506,5.54046,8.21453,135.957,4.75256,2.44205,20.1431
dish_1561739265,301.742,349.553,8.53704,41.8072,15.1834,292.04,308,9.989,41.127,10.689,86.3222,2.44227,11.9602,4.34365,94.8182,3.24318,13.3529,3.47045
dish_1558373159,920.614,310.903,71.441,43.5365,40.2281,1013.34,334,79.118,30.505,60.625,296.109,22.9785,14.0032,12.9391,303.394,23.688,9.13323,18.1512
dish_1565035830,321.856,411.584,10.4081,16.4877,40.3447,340.128,414,6.475,14.785,54.718,78.1994,2.52878,4.00592,9.80231,82.1565,1.56401,3.57126,13.2169
dish_1562788568,371.836,268.362,17.9037,33.4654,25.0973,289.203,230,11.7352,46.9172,11.4304,138.558,6.67148,12.4702,9.35203,125.741,5.10225,20.3988,4.96974
dish_1558376483,823.154,259.415,63.775,32.8408,38.577,735.03,270,55.444,32.24,33.301,317.311,24.5841,12.6595,14.8708,272.233,20.5348,11.9407,12.3337
dish_1561739160,38.4589,57.9912,0.717029,7.58068,0.671964,34.77,61,0.183,8.54,0.427,66.3185,1.23645,13.0721,1.15873,57,0.3,14,0.7
dish_1558549773,0.534448,2.25774,0.00878609,0.0754316,0.0696501,2.3,10,0.04,0.36,0.29,23.6718,0.389154,3.34102,3.08494,23,0.4,3.6,2.9
dish_1561574394,65.8568,95.417,4.60817,5.04125,2.68561,61.5024,82,4.80367,3.43842,2.36795,69.02,4.8295,5.28339,2.8146,75.0029,5.85813,4.19319,2.88775
dish_1558461760,11.633,59.1023,0.130065,2.33086,0.536755,10.98,61,0.122,2.379,0.549,19.6828,0.220067,3.94378,0.908179,18,0.2,3.9,0.9
dish_1563909469,67.0636,62.5781,6.09889,2.5811,1.30828,72.4028,64,6.90635,2.24837,1.36492,107.168,9.74604,4.12461,2.09063,113.129,10.7912,3.51307,2.13268
dish_1558376938,43.684,64.083,0.128182,11.3606,0.468457,51.06,74,0.148,13.32,0.518,68.1679,0.200025,17.728,0.731017,69,0.2,18,0.7
