dish_id,pred_calories,pred_mass,pred_fat,pred_carb,pred_protein,true_calories,true_mass,true_fat,true_carb,true_protein,preddens_calories,preddens_fat,preddens_carb,preddens_protein,truedens_calories,truedens_fat,truedens_carb,truedens_protein
dish_1565035746,48.786,138.743,0.537189,10.0114,1.8665,43.1,149,0.369,9.01,2.409,35.1629,0.387183,7.21577,1.3453,28.9262,0.247651,6.04698,1.61678
dish_1558639818,28.1849,79.9828,0.150773,6.61693,0.613072,20.06,59,0.118,4.72,0.472,35.2386,0.188507,8.27293,0.766504,34,0.2,8,0.8
dish_1558549605,93.6402,70.6859,0.177944,20.2707,2.00504,97.5,75,0.225,21,2.025,132.474,0.251739,28.6771,2.83654,130,0.3,28,2.7
dish_1561663580,423.195,291.055,16.5451,35.9065,37.2528,432.063,307,9.84414,31.345,51.4323,145.401,5.68452,12.3367,12.7992,140.737,3.20656,10.2101,16.7532
dish_1565898402,287.094,217.06,16.686,11.4453,25.1549,384.799,229,19.5441,9.46281,39.4244,132.265,7.68726,5.27287,11.5889,168.035,8.53454,4.13223,17.2159
dish_1566328724,240.086,157.529,7.82006,0.523766,39.5986,275.55,167,6.012,0,51.77,152.407,4.96421,0.332489,25.1373,165,3.6,0,31
dish_1566838351,145.685,332.619,0.780586,36.7119,1.83014,190.01,417,0.822,48.034,2.49,43.7994,0.234679,11.0372,0.55022,45.5659,0.197122,11.5189,0.597122
dish_1567107839,192.905,130.326,14.4591,4.52354,19.8255,174.284,156,16.4693,11.9807,18.763,148.017,11.0946,3.47094,15.2122,111.721,10.5573,7.67994,12.0276
dish_1558639787,26.4874,103.79,0.250218,5.13841,2.04078,24.75,99,0.297,4.95,1.782,25.5203,0.241082,4.9508,1.96627,25,0.3,5,1.8
dish_1562788601,419.563,286.73,19.8336,35.7899,30.3314,413.17,287,19.1392,48.7664,23.1469,146.327,6.91716,12.4821,10.5784,143.962,6.66869,16.9918,8.06511
dish_1560456326,203.526,127.748,10.298,9.92646,19.3357,206.873,138,7.52219,3.79161,29.7421,159.318,8.06122,7.77035,15.1358,149.908,5.45086,2.74755,21.5522
dish_1564427430,341.513,190.37,24.5361,3.64429,28.5301,345.62,170,23.86,2.34,30.79,179.394,12.8886,1.91432,14.9866,203.306,14.0353,1.37647,18.1118
dish_1565896662,77.2921,67.0619,6.69143,5.26123,0.99739,19.38,57,0.2565,3.6195,1.4535,115.255,9.97799,7.84533,1.48727,34,0.45,6.35,2.55
dish_1566414342,639.331,477.311,30.8609,46.2742,56.5154,846.367,552,31.5787,53.3433,83.5779,133.944,6.46558,9.69476,11.8404,153.327,5.72078,9.66364,15.1409
dish_1562617703,81.2576,75.0586,2.87202,10.6007,3.162,179.63,110,6.49,26.95,4.51,108.259,3.82636,14.1232,4.21271,163.3,5.9,24.5,4.1
dish_1565020926,355.99,421.657,10.9993,47.3375,19.8376,398.496,489,10.3793,56.516,21.4723,84.4265,2.6086,11.2265,4.70469,81.4921,2.12255,11.5575,4.39107
dish_1564689168,338.107,324.797,20.6261,26.3209,21.0447,352.947,339,27.5416,17.7268,15.0812,104.098,6.35045,8.10381,6.47935,104.114,8.12435,5.22915,4.44873
dish_1560456348,208.047,148.179,10.3294,8.46824,21.1866,210.283,149,7.53319,4.56161,29.9401,140.403,6.9709,5.71486,14.2979,141.129,5.05583,3.06149,20.094
dish_1558641287,16.586,85.0237,0.169156,3.47636,0.791904,11.52,64,0.128,2.496,0.576,19.5075,0.198951,4.08869,0.931392,18,0.2,3.9,0.9
dish_1558373008,283.476,79.2354,22.6832,2.96421,15.9021,251.558,73,19.929,3.066,14.089,357.764,28.6276,3.74102,20.0695,344.6,27.3,4.2,19.3
dish_1561577947,528.654,394.528,24.6133,17.5706,55.228,623.204,424,33.7829,12.8826,67.2026,133.996,6.23866,4.45357,13.9985,146.982,7.96768,3.03835,15.8497
dish_1558639440,69.1511,128.291,0.283474,17.768,0.432777,60.32,116,0.232,16.24,0.348,53.9016,0.220961,13.8497,0.337339,52,0.2,14,0.3
dish_1565894889,154.756,61.2653,5.73847,19.3272,6.56803,257.813,74,11.168,33.295,6.641,252.599,9.3666,31.5468,10.7206,348.396,15.0919,44.9932,8.97432
dish_1561147944,47.3824,43.5032,4.08665,2.49357,0.853661,42.371,34,3.64301,2.25893,0.820393,108.917,9.3939,5.73192,1.96229,124.621,10.7147,6.64393,2.41292
dish_1557937079,114.881,22.075,8.95738,0.288156,7.91342,146.07,27,11.34,0.378,9.99,520.412,40.577,1.30535,35.8478,541,42,1.4,37
dish_1558641320,193.552,340.58,2.34779,45.6052,4.36996,211.59,336,3.092,49.056,4.52,56.8301,0.68935,13.3905,1.28309,62.9732,0.920238,14.6,1.34524
dish_1567007848,131.461,272.046,0.662524,32.0388,1.80338,100.3,243,0.58,24.836,1.655,48.3231,0.243533,11.7769,0.662894,41.2757,0.238683,10.2206,0.68107
dish_1565810969,7.90246,61.4764,0.0575891,1.6571,2.09501,4.6,20,0.08,0.72,0.58,12.8545,0.0936767,2.69551,3.40783,23,0.4,3.6,2.9
