dish_id,pred_calories,pred_mass,pred_fat,pred_carb,pred_protein,true_calories,true_mass,true_fat,true_carb,true_protein,preddens_calories,preddens_fat,preddens_carb,preddens_protein,truedens_calories,truedens_fat,truedens_carb,truedens_protein
dish_1565035746,48.1987,152.49,0.514917,9.91113,2.34195,43.1,149,0.369,9.01,2.409,31.6077,0.337673,6.49952,1.5358,28.9262,0.247651,6.04698,1.61678
dish_1558639818,28.5184,87.8247,0.15872,6.93249,0.786681,20.06,59,0.118,4.72,0.472,32.4719,0.180724,7.89355,0.89574,34,0.2,8,0.8
dish_1558549605,93.724,71.9194,0.26105,20.2572,2.07021,97.5,75,0.225,21,2.025,130.318,0.362975,28.1665,2.87852,130,0.3,28,2.7
dish_1561663580,390.457,284.26,14.5304,28.461,39.701,432.063,307,9.84414,31.345,51.4323,137.359,5.11165,10.0123,13.9664,140.737,3.20656,10.2101,16.7532
dish_1565898402,332.774,233.476,19.364,11.9186,29.6108,384.799,229,19.5441,9.46281,39.4244,142.53,8.29376,5.10482,12.6826,168.035,8.53454,4.13223,17.2159
dish_1566328724,222.859,152.376,6.3669,0.705903,37.4722,275.55,167,6.012,0,51.77,146.255,4.1784,0.463263,24.5919,165,3.6,0,31
dish_1566838351,138.332,340.836,0.656465,36.3568,2.13129,190.01,417,0.822,48.034,2.49,40.5862,0.192605,10.667,0.625314,45.5659,0.197122,11.5189,0.597122
dish_1567107839,201.206,148.96,15.989,4.93303,21.3953,174.284,156,16.4693,11.9807,18.763,135.074,10.7338,3.31165,14.3631,111.721,10.5573,7.67994,12.0276
dish_1558639787,23.9162,94.9614,0.275302,4.84041,1.84048,24.75,99,0.297,4.95,1.782,25.1852,0.289909,5.09725,1.93813,25,0.3,5,1.8
dish_1562788601,417.501,281.081,20.9472,34.3147,29.8897,413.17,287,19.1392,48.7664,23.1469,148.534,7.45235,12.2081,10.6338,143.962,6.66869,16.9918,8.06511
dish_1560456326,167.89,108.396,8.67923,5.06644,17.3759,206.873,138,7.52219,3.79161,29.7421,154.886,8.00699,4.67403,16.0301,149.908,5.45086,2.74755,21.5522
dish_1564427430,352.21,196.578,25.5432,3.76718,28.4976,345.62,170,23.86,2.34,30.79,179.171,12.9939,1.91638,14.4969,203.306,14.0353,1.37647,18.1118
dish_1565896662,42.8325,40.4084,3.78837,2.53858,0.623732,19.38,57,0.2565,3.6195,1.4535,105.999,9.3752,6.28231,1.54357,34,0.45,6.35,2.55
